Daily_Flushes,Flush_Volume,Membrane_Flux,Velocity_Crossflow,Pressure_Membrane,Fill_Fraction_GAC_Column,UF_GAC_N_P_Removal,Clinoptilolite_Cost,Polonite_Cost,Clinoptilolite_Capacity,Polonite_Capacity,N_Content_Protein,N_P_Excretion,N_Urine,P_Content_A_Protein,P_Content_V_Protein,P_Urine,Seperation_Efficiency,Density_GAC,Lifetime_GAC,Power_Required_Treatment_EC,Current_EC,Power_Stirrer,Flowrate_Discharge,Pump_UF_Lifetime,Membrane_UF_Lifetime,Switch_Lifetime,Valve_UF_Lifetime,Electrode_EC_Lifetime,Stirrer_Lifetime,U_Pump_Misc_Lifetime,Discount_Rate,U_Pump_UF,U_Valve_UF,U_Tank_UF,U_Switch,UF_Material_Costs,GAC_Material_Costs,U_Stirrer_EC,U_Electrode_EC,EC_Material_Costs,US_Initial_Unit_Cost_Controls,InCountry_Initial_Unit_Cost_Controls,Controls_Material_Costs,U_Pump_Misc,Misc_Material_Costs,U_Media_GAC,Monthly_Work_Days,Construction_Time,Maintenance_Frequency,Maintenance_Time
2.561677391,7.865673566,120.2969042,5.058201555,0.536037607,0.783936624,0.4768228,1.092334016,1.38611657,9.738219801,10.339436,0.165322924,0.994272421,0.845441364,0.011740673,0.015833274,0.661585906,0.835266925,467.0900477,11044.00247,6.196919142,4.852108236,23.93626112,14.89918465,11.70227582,2.883157554,11.04175819,4.253756145,1.999223527,6.767187474,9.685537442,0.056136578,180.1877679,105.6682982,512.5186054,113.8998301,1522.100705,873.4791859,145.4818661,97.93610278,711.7684035,554.259879,1035.754621,1590.0145,176.0471386,2120.5611,0.898769762,20.14636908,2.940816408,1.067668935,0.809361802
3.942022333,8.117156079,165.0422505,3.664060153,0.413722995,0.831219068,0.473048044,1.006351809,1.364209533,9.996547486,10.43513405,0.188184492,0.997930185,0.862035379,0.041345852,0.023078017,0.675863851,0.809198794,405.2206919,12890.90504,6.277599268,7.29550222,24.5659234,11.22717079,9.353044199,3.070931475,11.46267718,6.534703493,2.03555508,5.54801204,10.15556894,0.037211527,185.5321687,101.6507065,531.6154095,107.8127892,1528.45577,848.9468324,144.4603233,97.23864773,694.3627547,538.3257042,935.1297983,1473.455502,175.0442606,2256.301623,2.657456527,22.30063612,3.625363974,1.377654515,0.549306805
2.277529386,9.867997103,116.7767473,3.71815709,0.085423059,0.813851459,0.356996884,0.988559029,1.393981854,9.353617723,9.942080797,0.140410519,0.996003574,0.87337803,0.019994353,0.009296603,0.696814921,0.821621521,411.305237,6889.648795,5.972430792,5.901860542,25.44639715,11.77468973,10.73472365,2.847217501,9.09435372,5.484551503,2.002370807,5.267795888,10.25768225,0.037492247,165.2300515,93.13746426,565.3436515,109.0125689,1419.622517,843.0780583,150.2889462,100.1917016,709.2005367,564.6468055,974.3413495,1538.988155,186.9843003,2232.13947,3.899366562,20.43432785,3.982820327,1.801689122,0.533266771
3.07808448,6.282430056,142.0631232,4.652129578,2.258947225,0.783595577,0.360598556,1.0034223,1.314428791,9.61515979,10.26919392,0.154886125,0.994916224,0.844472181,0.013505304,0.010735741,0.690539889,0.866814657,433.103959,6947.417952,5.729073425,4.579487845,23.43417177,8.137280495,10.29755623,2.959518913,10.64352612,6.272657056,2.026720029,4.787749897,10.72548122,0.032152031,199.7667105,98.2097484,542.2364406,109.7260218,1419.617048,840.558705,152.162197,97.5365781,739.2044862,540.1769482,1040.405275,1580.582224,173.0525649,2258.040813,3.519368671,24.41234517,2.475606465,1.431874186,0.265683785
6.136601624,8.57222271,121.6861623,4.981665003,3.226814328,0.7639141,0.458828586,1.059624316,1.43372606,9.644011595,9.740799347,0.148688826,0.997737715,0.864920809,0.025022976,0.01424598,0.698617244,0.831306024,487.4428579,10092.35085,5.867652909,6.171152585,27.69894387,13.23367951,9.93276527,3.060344183,11.29565338,4.598817896,2.004786978,3.133509519,10.11981655,0.035249936,183.1460368,104.3903007,573.4177352,116.294392,1456.811227,798.3797989,151.3472181,99.95314745,753.1392625,578.2405488,1005.602518,1583.843067,179.7978262,2144.141465,2.914472983,24.50294833,2.28147071,1.977446282,0.479477399
6.840118188,9.348352906,162.7574488,5.050507243,2.526610252,0.827738312,0.315190531,1.003875432,1.360256446,9.853048447,9.460440665,0.173590279,0.992252328,0.804490922,0.038910744,0.012404707,0.66611698,0.854416254,496.0964565,6321.498498,5.810075532,5.205489959,28.11672132,9.116738685,11.24534786,3.099958541,8.538163079,4.326927189,2.087467012,3.865349519,9.795426632,0.056473359,186.3576895,106.2224224,516.9595115,114.7386658,1471.619609,829.3071499,152.9040052,101.9769305,691.8101756,571.9064571,1077.728683,1649.63514,174.5970074,2281.033372,3.185253128,21.08891221,3.898232741,1.27326768,0.327216562
5.223344703,9.585497683,145.569042,4.528052212,1.093464691,0.785460851,0.358335636,0.975562392,1.352519508,10.16833538,10.55584891,0.151562257,0.991155397,0.808242784,0.02755864,0.010980326,0.669914129,0.893877847,472.6259325,6162.223319,6.24086781,4.055934784,26.72607717,12.09604612,9.639915872,2.975552863,9.298210126,4.897466868,1.939193677,6.155197784,10.57737963,0.041546585,186.3490186,100.4749148,546.622656,116.7946206,1425.919757,871.5198699,163.570534,93.87041341,720.8673643,555.9711849,970.0287624,1525.999947,162.4510014,2222.42063,2.609581935,23.32515966,3.589038557,1.763151687,0.750957836
6.529049867,8.280303214,117.1017969,5.185925405,1.94584611,0.76894548,0.480752946,1.071074675,1.350831596,9.554854354,10.05610267,0.1877528,0.998908731,0.917203814,0.019148884,0.010815889,0.688309383,0.848800708,438.1090833,10847.49954,6.153086006,4.979284045,26.53612671,11.11560547,9.416863037,3.114935222,8.051218262,4.743409717,1.973629496,6.071388168,9.985861681,0.059803677,199.2073312,102.8069031,551.7904385,115.8629023,1552.33763,834.0298239,143.620742,96.6188483,730.6873447,572.6721751,987.9528363,1560.625011,186.1026967,2083.322341,3.914241206,21.34368024,3.989893471,1.470245711,0.343436906
1.368277393,7.893400367,122.8374149,5.540098937,1.141486635,0.84465678,0.328096783,1.15868088,1.296512308,10.25264993,10.19503809,0.158830351,0.992876239,0.887992317,0.014365592,0.022384981,0.685440192,0.869642856,475.9927897,9716.556577,6.256147192,4.854919721,26.70887444,8.940793205,10.18612205,2.895523068,7.71178037,4.107095621,2.129043332,6.006719246,9.984303894,0.032379574,172.9764563,101.3966935,555.0675851,117.8729888,1461.450248,862.803771,161.8846848,91.62285895,674.5136981,565.9596021,967.0917038,1533.051306,179.9378247,2145.613461,2.106226977,24.24155327,2.076526237,1.325113306,0.731588539
1.533485983,6.655364187,143.3509049,4.978783323,1.10973925,0.771659963,0.482702319,1.016964594,1.407978781,9.405321779,9.788521993,0.179163871,0.997759643,0.895874145,0.036183069,0.010951688,0.693944347,0.854315491,450.9755152,10466.74136,5.94123546,7.1575223,18.76848371,15.87262049,11.26733975,2.999975087,10.36237739,7.132708206,2.132563285,7.073367402,9.663871189,0.035177789,179.6597036,103.3205722,502.0798555,101.1853073,1401.986268,858.1532799,150.1126251,99.6411678,736.4346096,584.5279642,1048.92801,1633.455974,177.7744465,2205.348568,4.24353546,20.63925866,3.095252377,1.522583913,0.42540701
4.76167501,8.018998901,168.0136193,5.21814756,1.46516899,0.786651389,0.41912625,1.165565326,1.295166144,9.665147428,9.441808175,0.157029793,0.995472459,0.906825158,0.017304696,0.012658397,0.719916898,0.825207171,421.7160883,9687.318192,6.127788555,4.690525186,18.62755203,8.88162407,8.693318728,3.206942825,9.941708695,5.402195568,2.084213855,4.908699903,10.15976386,0.059364049,195.5909027,96.81399649,584.1946619,108.3624237,1394.506335,869.5461245,153.9023337,97.89008984,688.3460775,549.7667938,990.3804253,1540.147219,178.2910247,2094.091556,3.473803385,20.68277524,2.315676222,1.106619554,0.372576208
4.821394642,9.97131771,142.2756631,4.675834887,1.653709869,0.804765185,0.447197072,1.089482193,1.364695833,9.791514844,10.24809453,0.1472085,0.995406097,0.856895989,0.030097203,0.020700608,0.646720684,0.829837075,414.4099379,9670.986659,5.89775204,6.296212928,29.50965402,13.86441447,10.29048105,3.155704121,9.522432327,5.018250899,2.099805222,3.533941295,9.426555617,0.038758135,178.6269639,106.6110488,553.9312719,110.75751,1511.391676,802.6413236,158.0137637,93.74139586,696.6538038,597.0329615,1019.757066,1616.790028,175.3500515,2204.462706,3.599313533,22.83651854,3.498259216,1.052446489,0.890637208
5.324286019,9.307114595,138.5986678,4.341898602,2.179506626,0.83724091,0.410168882,0.994933657,1.386668555,9.509108814,9.402157053,0.189568396,0.993707045,0.843900643,0.008550858,0.01809526,0.661723369,0.808658315,418.2963542,9019.233052,6.087230129,4.329498671,19.06952048,13.24782055,9.750894458,2.908048749,8.714157286,6.207027186,2.023107351,5.691457442,9.382892852,0.04134605,169.4030371,93.26576925,580.7103793,108.0472109,1471.20932,838.6052439,158.9083431,107.7946209,714.4469105,583.1234068,987.6844066,1570.807813,175.418399,2235.369674,3.003061886,22.08345729,2.011929393,1.588420136,0.962793363
5.546436155,6.765874971,153.2315079,5.255045938,3.016093216,0.768385288,0.451795263,1.119634731,1.381718862,9.723172919,9.811452929,0.168162624,0.996461174,0.814754085,0.032098942,0.006786002,0.655862853,0.8162962,484.9430104,5936.676178,5.684481323,4.033730218,23.29183867,11.02616221,11.96964666,2.990177794,10.20124018,5.183803648,2.118013129,4.831844869,9.368791872,0.051453643,191.8042325,103.0907728,527.895554,111.1875501,1490.46788,878.5516418,150.4522701,100.2194291,691.3505436,553.6700173,973.9579362,1527.627954,180.7059106,2194.700829,3.816184266,22.28047154,3.600645995,1.72257894,0.802857532
6.856264818,8.330001051,148.6312314,5.086356481,0.142618545,0.839525631,0.379815336,1.136825955,1.403770424,9.443070371,9.924830498,0.133661797,0.999252267,0.858760537,0.01908286,0.01194317,0.645579595,0.843856143,479.3646777,9402.286912,6.041726814,7.498352765,29.39444733,9.281661325,8.161101162,3.140265544,10.30159218,4.866287361,1.875259533,4.72017597,9.396102058,0.047189682,190.8314823,107.0692598,569.7907623,110.1492097,1434.173556,798.3176716,155.9029246,101.2692648,683.4042306,535.8007035,1045.190122,1580.990825,178.6542099,2279.987121,3.017964238,24.73126538,3.304188379,1.90372449,0.380742398
4.359532725,8.899425822,137.3883188,4.445755286,2.101546881,0.83997395,0.313443366,1.045408686,1.420106931,10.03186288,10.44763328,0.184337051,0.991223017,0.804900444,0.008704068,0.023233468,0.662089145,0.820259213,497.7854299,10036.40072,6.233343452,4.719492316,28.54176856,15.72297835,9.880049689,3.203534894,11.09786658,5.028814991,1.933099967,4.538133169,9.887083067,0.045167482,187.9346641,97.98522871,507.0413684,109.0265435,1468.522193,866.4327119,144.1597764,101.4431283,754.2880795,564.2167888,904.3896977,1468.606486,176.6710861,2303.003815,3.70856915,24.34551611,2.272841712,1.939826798,0.346911456
3.083288787,6.716543688,155.5573683,3.712951523,0.20736039,0.787872851,0.345140392,1.080997473,1.3827284,10.5218806,10.28363932,0.177056174,0.992480527,0.912758742,0.009597159,0.014492957,0.651903443,0.805850996,464.0792299,11402.37951,5.784261397,4.777241644,25.41138042,9.526834425,11.22873364,3.040803072,10.30696153,5.306924645,1.905410838,6.44997028,9.733957366,0.053289427,167.3683579,104.1881268,530.3911331,106.0050612,1544.881866,846.9640618,152.6964743,105.3773714,711.3662675,550.6664946,986.6764457,1537.34294,170.9602384,2213.382027,1.817684449,24.58195559,3.86262754,1.42664149,0.972117327
5.342868826,6.861743977,155.2846278,5.072330251,0.684365848,0.807073032,0.32953536,1.143041496,1.449699672,9.86822838,9.767675576,0.141916112,0.996649265,0.795054087,0.027806769,0.018087524,0.651498705,0.800533654,481.1985759,4824.240717,6.325398647,4.234579792,26.36270065,14.75486913,9.470073683,2.880333032,10.81273869,5.846617118,2.037950576,5.295180326,10.00650305,0.05449448,181.293026,102.3422974,530.6647746,103.225143,1531.926645,799.2920153,153.5725214,98.07301726,684.0061305,573.2718923,963.6311473,1536.90304,159.9094123,2078.66844,1.828875143,22.50147796,2.180106031,1.468123453,0.469479999
2.730014964,6.337178857,139.1804125,3.679331495,2.682880899,0.83918475,0.390507222,1.139305843,1.457011061,10.19375254,9.524365892,0.164558119,0.999392943,0.809148038,0.028751371,0.007131184,0.689287468,0.881627186,452.2009595,9342.295607,5.797845155,5.931938868,26.6877961,9.854588415,11.03169822,2.800583136,8.771674194,6.412183309,1.877885224,4.142074541,9.986822067,0.055499636,180.5252347,104.8434705,547.5617994,109.653443,1486.661447,816.2421885,145.2476508,97.83956465,713.1858947,564.9764533,963.6018017,1528.578255,177.8396505,2191.041253,1.942686985,24.03782835,2.945379221,1.151016454,0.308767921
1.488934418,8.488389807,146.4159534,4.097742269,0.282105218,0.755112895,0.392179804,1.111408086,1.265505147,9.597478593,9.657671198,0.159337992,0.997654441,0.785600035,0.019881304,0.013153387,0.693411716,0.868625614,483.397165,8124.478514,6.014718537,4.040771075,25.7318898,10.37592901,10.82904472,3.039041166,10.14011429,7.286592255,2.030061761,3.735766064,10.06489043,0.050402668,162.3041483,93.20191789,536.863819,114.2074094,1462.862108,862.9558482,150.2516501,102.9249417,750.9732205,611.0406834,1011.355132,1622.395815,162.6099411,2175.604478,4.499336977,22.87203377,2.566455294,1.512081734,0.410514041
2.282588063,6.37974334,156.4000207,4.535055011,1.92619568,0.807771336,0.420492768,1.056859848,1.34025711,9.837324047,9.221037538,0.144389314,0.99313981,0.877279685,0.007748601,0.015705444,0.729602307,0.877057778,429.6871887,9333.583583,6.08458647,5.158690557,24.89213636,9.607359321,11.01944618,3.065449301,9.838680135,5.769419389,1.98243351,3.302844354,9.934579078,0.037534562,192.7765647,102.9760063,550.4567675,106.7177363,1516.965377,836.9074356,154.4823257,102.7366198,707.313908,547.515427,947.9469433,1495.46237,175.7575233,2135.102871,3.887695528,20.5355373,3.831452234,1.041407985,0.454437153
1.267057991,6.865003921,162.3826557,5.354840032,1.502368689,0.845898527,0.48099431,1.127747777,1.349737451,10.3231218,9.978602396,0.168598368,0.991204859,0.863182954,0.01099083,0.019981184,0.672976374,0.81852388,497.4708484,8986.950566,5.830391914,6.905444789,27.22992215,15.51519489,10.62830754,3.001365866,11.07273516,3.014453839,2.012856643,6.396655888,9.8862866,0.035853418,186.9087101,105.0616597,600.0839203,105.3000916,1543.870567,846.6491159,146.8217215,103.8168813,688.1473468,596.9334732,923.2824111,1520.215884,165.2369225,2324.853348,2.356217659,22.51775337,2.027951283,1.964542315,0.351493421
5.354240977,9.431557403,165.9137576,4.427331574,1.629279136,0.761325423,0.411883911,1.041249554,1.302369816,9.132401973,9.914400149,0.175436847,0.997519649,0.869652487,0.02915498,0.009177097,0.643513313,0.865204963,452.4480501,12355.53548,5.808134528,7.809520129,22.96854991,8.762431803,10.95131379,2.953658953,9.209238098,5.590548515,1.99966588,3.130687534,9.875669592,0.040207121,174.6572714,94.97484114,561.6588234,117.5231686,1464.824772,863.3137598,143.5759881,99.89106468,728.0710088,561.2403168,955.2943422,1516.534659,177.542362,2190.526214,1.537422105,21.85854082,3.910457867,1.645167313,0.557002967
1.985422978,6.326456075,134.895711,3.887181399,3.110394646,0.828842272,0.315720747,1.116380641,1.472119255,10.06658001,9.975958308,0.133506612,0.99134281,0.862397917,0.031831516,0.025985135,0.619713413,0.85321763,422.8143735,7699.990679,5.946825578,5.053881139,18.16296603,11.20303443,8.473867754,2.955091464,11.18821037,4.73525625,1.966455407,4.323430298,10.20401253,0.034729947,161.488844,108.6674688,585.8733749,111.5233448,1472.646777,870.1951039,141.6171094,94.8027665,686.9339854,574.5062673,931.9225605,1506.428828,186.9485114,2069.461212,0.652465873,23.62905477,3.806763145,1.986491495,0.276378863
6.547758008,8.252556087,153.8879448,4.735083265,3.188374195,0.760372356,0.36867978,1.045147202,1.382986828,10.68643151,9.874399076,0.178140413,0.992756083,0.90884176,0.035156368,0.016586784,0.634794452,0.820389158,440.2989419,5486.309399,5.911137761,4.421231248,18.67882235,9.173283656,8.763173597,2.845244173,9.018437037,4.067810609,2.022799231,6.440830602,9.998739578,0.047346353,164.8619737,102.4041194,525.4343276,116.564503,1418.386846,841.1819198,154.4059676,104.4421028,751.5197257,572.416197,957.8498976,1530.266095,184.0593345,2168.9071,3.476250147,20.37411147,2.104147255,1.405641998,0.645687326
6.874203786,8.594882339,154.7207394,3.828649633,1.171526605,0.776667247,0.451258422,1.129147104,1.373944369,10.41747602,10.00666713,0.154290557,0.998813491,0.8566072,0.013338748,0.013254364,0.668705055,0.828169008,493.3502298,7742.627176,6.296886511,4.970525609,20.3083456,11.39558407,9.799127643,3.015413905,9.576317595,4.405261683,1.955902313,3.969660964,9.69363124,0.038844829,168.4736234,104.763318,537.2988987,112.4241379,1457.020531,878.9550518,162.7321088,98.83188522,676.3408856,595.2745564,1015.410678,1610.685235,171.7589536,2203.1617,1.443069786,24.57648654,3.233763407,1.092852487,0.531883033
3.213970423,8.821060156,142.9777058,4.911537211,1.75233945,0.789000612,0.474303147,1.05535228,1.279934091,9.73352575,9.971186948,0.13636177,0.994153213,0.867546746,0.015317066,0.009082207,0.687028157,0.848570977,461.8419014,7257.225227,6.01392494,6.796448127,21.1302848,14.53714136,8.284838861,2.982424684,9.312401621,4.971724555,2.1768699,5.416655545,10.14772854,0.034297562,199.3910524,100.7734224,590.1099156,109.0010517,1429.836999,847.4972783,156.162882,102.1509192,726.3010508,589.2690656,965.4005561,1554.669622,186.2793817,2223.023472,0.835038374,23.3878876,2.731199938,1.493341944,0.466256974
1.692070705,8.485033943,126.5141617,5.406392018,0.124508559,0.774017626,0.497987438,0.989935225,1.33531957,9.311021386,9.721418268,0.173324543,0.992573307,0.807147734,0.037369833,0.014850117,0.651683612,0.807290387,432.5712646,12859.43235,6.348639349,4.110125623,23.83027086,11.89768597,10.0004112,3.128148619,12.18428461,5.728593873,1.984985188,3.350310587,10.09562486,0.052694103,194.8966489,98.68839796,525.171191,103.5189558,1576.912448,863.2726357,154.0670113,105.1396787,736.7241084,593.1366844,996.7951047,1589.931789,162.3257728,2230.786061,1.066030087,20.8634941,3.579764219,1.0540961,0.920251675
1.551849852,7.743655661,119.9006098,4.001257226,1.238001961,0.827218187,0.306914219,1.060679137,1.38350112,10.53324538,10.05699316,0.159488617,0.999187387,0.844179971,0.017373895,0.008920119,0.704729582,0.898559233,434.4635109,8956.119196,6.071027441,7.46487549,21.19715473,14.63432922,9.965169313,3.193765921,9.985669225,7.345366603,1.954520663,5.20832201,10.36008779,0.046068335,185.1609133,96.83597715,523.8968033,109.1572457,1506.523599,875.1502743,157.3442833,94.57601543,730.7360663,608.5007759,959.5557508,1568.056527,170.4153096,2136.21886,4.254764023,24.56689627,3.007398257,1.461272183,0.331797567
4.545586004,9.675481488,166.738072,4.110423112,3.151436641,0.775974482,0.369094535,1.057611149,1.456519217,10.52510159,9.642846838,0.141573857,0.994504516,0.841694638,0.017999804,0.0144626,0.693371353,0.847197073,413.2780945,5885.658298,6.175653299,4.550107567,20.27966511,12.86322249,8.280358616,3.023717401,9.81672816,3.591059198,2.029108765,5.17143281,10.68068319,0.040840294,150.4519429,107.6301626,569.1015201,104.5844933,1466.13504,818.7921554,153.8857715,94.13252798,680.2733925,564.1118334,983.3189578,1547.430791,186.5929125,2264.761227,3.057962936,20.03080556,3.644223402,1.025101969,0.30340027
4.43354312,7.132309014,150.5096183,3.603531989,0.611815263,0.756040879,0.322418912,1.080755414,1.469068778,10.47902524,10.06890796,0.141063717,0.998540916,0.817126116,0.019896931,0.006619908,0.681547911,0.822287472,498.5532984,7758.56248,5.789446844,5.193150947,21.56333834,9.262869088,11.91161034,2.850705256,8.528475889,5.559952935,2.060184859,4.364220275,9.864476803,0.046919218,187.7639364,97.76198204,573.7101688,109.1871678,1491.665835,884.0057232,154.7055885,101.1952755,730.8084065,569.2650068,987.3222954,1556.587302,174.0923002,2274.565987,4.095647204,20.0613528,2.631301072,1.529203278,0.594313813
5.763915548,7.756918919,163.4168508,4.844436567,0.420760471,0.779731254,0.363112239,1.049938079,1.35819159,10.86548418,9.940600198,0.153523209,0.997157226,0.869232573,0.01935282,0.012969528,0.630111399,0.815265278,409.0503905,7953.156728,6.370063743,4.751121506,27.0466394,12.87477016,9.38476058,3.167844619,11.67642281,4.42400331,1.930732637,4.157794316,9.995679469,0.054817477,188.5385845,100.4620224,558.8163258,114.5876907,1494.045873,827.5880041,144.2057436,98.22874094,718.7131141,569.553943,985.5699152,1555.123858,176.1247072,2222.51228,2.933215864,24.63386529,2.500357387,1.241589526,0.286608913
2.960619818,8.037178029,167.2759608,3.965685656,0.353108706,0.781937361,0.307326197,1.121523663,1.303701527,9.33566938,10.2964904,0.163910073,0.994314819,0.839083113,0.033281492,0.023379691,0.663557891,0.886978871,464.8143762,7096.483104,6.20336726,7.598632233,21.52127669,11.16537772,9.836841187,2.935683993,8.390482123,6.61306438,1.896976065,5.22690381,9.391516295,0.043156302,172.7983396,105.8246347,538.813588,111.7197588,1439.389479,880.8478057,144.2495754,94.93442721,735.8499334,552.5247166,987.6368245,1540.161541,172.2085579,2106.788672,2.541348004,24.77510329,3.580986335,1.620924848,0.883890474
3.997200609,9.474375912,120.48991,3.892693272,0.590767739,0.767109187,0.317839022,1.075001767,1.257443962,9.315954464,10.409409,0.13859294,0.998218301,0.86471669,0.02585736,0.018228595,0.690926753,0.891089894,479.6310546,5625.26163,6.385529838,4.805442927,19.21597046,11.53538716,8.129745547,2.994430576,8.592844047,6.383660395,2.056943734,3.8986278,10.47344693,0.040934762,158.7875375,103.8286101,539.1926445,107.0252422,1464.600551,883.7588,152.9622595,102.4366127,721.3984296,601.9626103,1018.433908,1620.396518,180.3307746,2081.394313,3.031079005,24.89663567,3.096050269,1.513908333,0.904831756
2.575164057,6.910229394,124.6893205,5.442917364,3.102819271,0.817238844,0.406679352,1.141146615,1.367004637,9.172931816,9.216209012,0.17469067,0.997184463,0.851056081,0.03050973,0.01127349,0.637056132,0.846864626,468.8702515,8548.792037,5.8111653,4.001042328,22.41395455,10.135994,8.622698412,2.88856389,12.13907316,6.068418916,1.930255354,3.982041442,10.68734895,0.046305403,176.5358736,95.11326549,514.7792683,113.8011146,1395.952522,875.9611411,149.8979049,100.0611844,702.006768,596.4574238,979.6988139,1576.156238,181.9267164,2159.05255,4.091721024,21.66852749,2.785644142,1.43284251,0.797688864
4.320675143,8.452941386,139.2040063,4.934069279,2.997323142,0.795649227,0.431241079,1.14722189,1.35781293,10.58765643,10.03970309,0.168346142,0.999550015,0.794008239,0.022451872,0.011077222,0.646412571,0.888831334,416.4641841,6869.507483,6.220607729,4.542345232,18.70883679,14.71439936,10.08850958,2.901798096,11.01057208,5.198897875,1.947737044,4.297182467,9.650763517,0.054545331,159.2676421,102.3675385,527.2459609,110.0407638,1447.680118,818.0360709,143.8738096,93.51676032,720.9487889,559.3328568,949.2444246,1508.577281,177.4505903,2182.937997,3.147229076,20.8125946,2.043375964,1.640412047,0.432806572
4.507611674,6.48992479,129.1777607,3.691755711,3.43342381,0.848936806,0.426938608,1.089091421,1.368376725,9.621620066,9.231133717,0.170740777,0.998282876,0.80689345,0.040191229,0.019725021,0.678167167,0.836571273,445.3666203,10772.512,5.744424013,4.390135663,24.32421241,9.204269397,10.61215342,3.099609453,11.34367644,4.9001072,1.988918176,3.977729409,10.55166723,0.049680185,166.6648466,96.78226646,532.2651422,108.1752286,1466.150306,814.8433076,162.0438442,96.10114399,674.3334065,571.5214622,1009.506471,1581.027933,171.9955066,2121.08059,0.770723432,23.74279767,3.796020988,1.817135819,0.340069057
1.02293839,9.185003907,150.5566626,4.375566338,2.785467145,0.780401481,0.453218197,1.175794292,1.28684537,9.797516256,10.02938688,0.184673553,0.990474275,0.851115739,0.015228943,0.014003495,0.706884301,0.872372036,460.1988012,10488.35725,5.803869355,4.544443367,26.63169097,14.05674137,10.41509052,2.920535473,11.07982589,3.737883864,1.923033755,6.035493965,10.52513137,0.051604149,185.2307259,93.45818557,571.3550976,112.7270706,1538.972283,876.6358771,150.7646056,100.6812792,685.869663,566.8752245,937.2175136,1504.092738,179.2556032,2200.38802,2.129240022,22.71373099,3.129022794,1.311506331,0.40185311
5.754836678,7.4861683,147.0680526,5.288074027,3.330522813,0.842662774,0.458056466,1.152121376,1.280925462,9.79964523,9.8891331,0.143946176,0.991545733,0.875706981,0.011373166,0.016932709,0.639785002,0.840542856,492.9823137,11007.66104,5.819282864,4.570615236,21.68132431,11.38679515,9.117799923,2.819493564,9.625240659,5.140970925,1.849449351,7.137315505,9.931661073,0.037025813,152.3918389,100.9841412,558.972032,112.3288025,1524.161648,872.4928732,149.271875,100.8783215,729.1400027,560.3885288,939.5948191,1499.983348,178.8324626,2117.97232,2.03751133,21.77030968,2.841988169,1.895038464,0.393971936
2.885583578,7.465346209,170.2714673,3.84290305,3.0642258,0.835798933,0.493343531,1.116234307,1.328883737,10.50425932,10.77942117,0.132090426,0.993741272,0.825800921,0.026083656,0.024067878,0.7039413,0.82764466,497.695456,8330.711695,6.328256034,5.150686414,20.88951202,8.367007877,9.215914095,3.207294297,7.765235082,5.397870379,2.101098014,5.707245056,10.14850805,0.057675293,170.3656678,103.9810847,524.346344,106.0347962,1446.05529,846.6239806,150.7787719,98.29058367,746.0705719,596.7975053,992.5806503,1589.378156,173.2604096,2355.544793,3.071725335,20.38160273,3.220594934,1.479095434,0.565991887
6.066418878,6.859546622,132.4942885,3.560033958,0.553228103,0.783711513,0.3813391,1.09728592,1.367473269,10.09116931,10.29052879,0.181235198,0.991195443,0.851287845,0.021894129,0.01083837,0.683176905,0.800749385,481.4185685,9894.577658,6.20062973,5.000981676,23.41627681,9.420047851,11.95035962,2.828507658,10.68839311,5.613262775,2.116412943,5.253347401,10.73546591,0.05202239,176.8852348,99.39323577,562.1109346,105.2014839,1520.418442,827.5310275,148.1043972,100.0199265,705.4248396,558.3544464,935.0540086,1493.408455,163.2455059,2194.347025,3.566582771,22.1463884,3.708622612,1.912935594,0.991264522
2.144182629,6.349111668,118.0258859,3.578741514,2.855475161,0.798847924,0.419684893,1.085470807,1.338646835,9.926733978,10.67222805,0.136517531,0.992334226,0.885808538,0.032951236,0.021298494,0.647530392,0.897900287,488.3996344,8270.032487,5.860580355,4.714990742,22.52324317,15.6784652,10.03840131,2.745775171,9.461876567,4.054358831,1.952180176,5.189056838,9.636279235,0.030488037,163.4552617,101.6105039,598.6734226,115.2831921,1519.273725,874.317233,158.2448585,99.71170548,723.4185478,540.4789288,1035.110372,1575.589301,186.3100732,2291.333037,2.821238228,20.69703899,2.232547827,1.83252741,0.862627925
6.70973909,9.499048284,117.4393238,3.534262959,3.36006052,0.846028909,0.459077145,1.030486374,1.327536886,10.04494502,10.3986854,0.151504328,0.990894003,0.831886789,0.019008528,0.014337811,0.668500061,0.882617109,416.3943057,11163.82718,5.750671536,5.668789936,24.91869851,10.06771708,8.262006042,2.851579782,9.07874266,3.041299088,2.146512496,4.725823205,9.48809046,0.059057899,195.4220411,102.576643,547.7023423,117.9224347,1425.851533,805.7572954,140.6357873,100.1321358,722.6347626,587.5033918,922.963841,1510.467233,173.6393156,2143.765182,4.382129309,22.32670649,3.704541604,1.477524989,0.926299105
6.060451918,6.572407569,157.0062468,5.091131224,2.72979256,0.787481427,0.423375468,1.116143144,1.248969523,9.903451713,9.621267558,0.148863805,0.996615541,0.842654116,0.030441502,0.011710369,0.686122892,0.891653093,496.1125099,7988.884974,6.022264565,7.575996534,26.41967802,15.76926949,8.831685139,2.785075921,9.600485224,4.476260289,1.937754465,4.434112545,10.24164713,0.04834359,162.7782131,96.54668882,554.8522226,110.0708112,1517.485055,836.0717272,162.4890025,98.42059793,705.3845734,575.4607958,953.122125,1528.582921,165.0587909,2118.344566,1.292893412,21.11257752,2.85099275,1.59215275,0.848349749
